Date,weights
2019-03-31,0.03404309266445162
2019-04-30,0.039667900372994086
2019-05-31,-0.07401142219609429
2019-06-30,0.07413297337834936
2019-07-31,0.021929050084537126
2019-08-31,-0.013625671760855673
2019-09-30,0.019444696123306147
2019-10-31,0.03095504576550133
2019-11-30,0.042199801693819115
2019-12-31,0.037914557641564074
2020-01-31,0.009864753601591999
2020-02-29,-0.07741396479651692
2020-03-31,-0.1214547796027524
2020-04-30,0.12545951820484563
2020-05-31,0.0498068903076755
2020-06-30,0.03226643508101863
2020-07-31,0.05486555162808901
2020-08-31,0.07343503580908246
2020-09-30,-0.04131328448247244
2020-10-31,-0.025811225992553387
2020-11-30,0.10612906677023172
2020-12-31,0.037323681288012014
2021-01-31,-0.004541752497345522
2021-02-28,0.02690595820960486
2021-03-31,0.042488800750795586
