ticker,weights
WY,0.0007252508159071677
CAH,0.0007252508159071677
WTW,0.0007252508159071677
HIG,0.0007252508159071677
TROW,0.0007252508159071677
STT,0.0007252508159071677
FITB,0.0007252508159071677
GLW,0.0007252508159071677
TSCO,0.0007252508159071677
DTE,0.0007252508159071677
WAB,0.0007252508159071677
CHD,0.0007252508159071677
EBAY,0.0007252508159071677
MTB,0.0007252508159071677
PHM,0.0007252508159071677
NVR,0.0007252508159071677
ILMN,0.0006043756799226398
STE,0.0006043756799226398
ES,0.0006043756799226398
DOV,0.0006043756799226398
RJF,0.0006043756799226398
ETR,0.0006043756799226398
EQR,0.0006043756799226398
MOH,0.0006043756799226398
IFF,0.0006043756799226398
PTC,0.0006043756799226398
TDY,0.0006043756799226398
IRM,0.0006043756799226398
ARE,0.0006043756799226398
DRI,0.0006043756799226398
BAX,0.0006043756799226398
VTR,0.0006043756799226398
PPL,0.0006043756799226398
GRMN,0.0006043756799226398
GPC,0.0006043756799226398
WAT,0.0006043756799226398
CTRA,0.0006043756799226398
ALGN,0.0006043756799226398
FE,0.0006043756799226398
AEE,0.0006043756799226398
NDAQ,0.0006043756799226398
LH,0.0006043756799226398
NTAP,0.0006043756799226398
STLD,0.0006043756799226398
WBA,0.0006043756799226398
EXPD,0.0006043756799226398
CCL,0.0006043756799226398
VRSN,0.0006043756799226398
AKAM,0.0006043756799226398
HBAN,0.0006043756799226398
CNP,0.0006043756799226398
AXON,0.0006043756799226398
COO,0.0006043756799226398
RF,0.0004835005439381118
LVS,0.0004835005439381118
SWKS,0.0004835005439381118
BALL,0.0004835005439381118
CLX,0.0004835005439381118
LUV,0.0004835005439381118
FDS,0.0004835005439381118
HOLX,0.0004835005439381118
NTRS,0.0004835005439381118
HUBB,0.0004835005439381118
PFG,0.0004835005439381118
TYL,0.0004835005439381118
ATO,0.0004835005439381118
OMC,0.0004835005439381118
MKC,0.0004835005439381118
ALB,0.0004835005439381118
CMS,0.0004835005439381118
JBL,0.0004835005439381118
BRO,0.0004835005439381118
AVY,0.0004835005439381118
JBHT,0.0004835005439381118
IEX,0.0004835005439381118
J,0.0004835005439381118
CINF,0.0004835005439381118
WDC,0.0004835005439381118
TER,0.0004835005439381118
STX,0.0004835005439381118
EQT,0.0004835005439381118
TXT,0.0004835005439381118
ESS,0.0004835005439381118
EG,0.0004835005439381118
MAA,0.0004835005439381118
POOL,0.0004835005439381118
MAS,0.0004835005439381118
DGX,0.0004835005439381118
SNA,0.0004835005439381118
SWK,0.0004835005439381118
BG,0.0004835005439381118
BBY,0.0004835005439381118
PKG,0.0004835005439381118
TSN,0.0004835005439381118
MRO,0.0004835005439381118
DPZ,0.0004835005439381118
WRB,0.0004835005439381118
K,0.0004835005439381118
NDSN,0.00036262540795358383
HST,0.00036262540795358383
CAG,0.00036262540795358383
ZBRA,0.00036262540795358383
KIM,0.00036262540795358383
KEY,0.00036262540795358383
RVTY,0.00036262540795358383
GEN,0.00036262540795358383
TRMB,0.00036262540795358383
LKQ,0.00036262540795358383
LNT,0.00036262540795358383
IP,0.00036262540795358383
SJM,0.00036262540795358383
VTRS,0.00036262540795358383
IPG,0.00036262540795358383
L,0.00036262540795358383
AES,0.00036262540795358383
TECH,0.00036262540795358383
ROL,0.00036262540795358383
JKHY,0.00036262540795358383
MGM,0.00036262540795358383
KMX,0.00036262540795358383
CRL,0.00036262540795358383
EVRG,0.00036262540795358383
MOS,0.00036262540795358383
TFX,0.00036262540795358383
PNR,0.00036262540795358383
TAP,0.00036262540795358383
INCY,0.00036262540795358383
UDR,0.00036262540795358383
NRG,0.00036262540795358383
APA,0.00036262540795358383
REG,0.00036262540795358383
PEAK,0.00036262540795358383
NI,0.00036262540795358383
FFIV,0.00036262540795358383
MKTX,0.00036262540795358383
EMN,0.00036262540795358383
GL,0.00036262540795358383
CPT,0.00036262540795358383
BXP,0.00036262540795358383
CHRW,0.00036262540795358383
AOS,0.0002417502719690559
HSIC,0.0002417502719690559
BBWI,0.0002417502719690559
JNPR,0.0002417502719690559
MTCH,0.0002417502719690559
RHI,0.0002417502719690559
HRL,0.0002417502719690559
UHS,0.0002417502719690559
AIZ,0.0002417502719690559
WYNN,0.0002417502719690559
TPR,0.0002417502719690559
CPB,0.0002417502719690559
BEN,0.0002417502719690559
BWA,0.0002417502719690559
PNW,0.0002417502719690559
IVZ,0.0002417502719690559
FRT,0.0002417502719690559
FMC,0.0002417502719690559
XRAY,0.0002417502719690559
CMA,0.0002417502719690559
BIO,0.0002417502719690559
HAS,0.0002417502719690559
WHR,0.0002417502719690559
VFC,0.0002417502719690559
RL,0.00012087513598452796
DVA,0.00012087513598452796
MHK,0.00012087513598452796
