,50,100,225,400
0,-0.0988440254335338,-0.07911036194464509,0.11357320122243929,0.15184041996012435
1,-0.10086025509963013,-0.08706158456091387,0.08464198468134526,0.1450303925295521
2,-0.11041351490201226,-0.0594039285774633,0.10847409631466151,0.1202110475313563
3,-0.1008665018584815,-0.056625311191515613,0.06335623146214168,0.12709997263398212
4,-0.10555353155869114,-0.06114651158376222,0.1155541870085044,0.14942726075075533
5,-0.09411761573239302,-0.06443207891850716,0.08890051774567907,0.12616592513216462
6,-0.09681462719817562,-0.08826279086080711,0.11178071561425706,0.14121093766893725
7,-0.10880577175538667,-0.06415371222177431,0.11135475809794473,0.11029899032543075
8,-0.07340252943384376,-0.09478196255664084,0.11378673221176892,0.1279275894909342
9,-0.09913370404904227,-0.07903985033405891,0.06534739181592647,0.12025582368124722
10,-0.11040126071926103,-0.06392866778841434,0.09545463237672161,0.09568469866868695
11,-0.10570566928354186,-0.07186191281814981,0.04373508165510817,0.13263405072518467
12,-0.09891254284033056,-0.11934340807313955,0.028483772363217395,0.16255547106692922
13,-0.10136222440763755,-0.08208016399445942,0.11420166708041168,0.10237042479064125
14,-0.1021968247295765,-0.10479643367745844,0.08382181874468585,0.13233060103142844
15,-0.10108328978555722,-0.08853632863451183,0.1114639114138184,0.11977942059777874
16,-0.09642456538793531,-0.08852388829718653,0.09668781997736109,0.1311806424859309
17,-0.10040699113080989,-0.07153169991599218,0.10825578219657318,0.1366747329762076
18,-0.09590740056356332,-0.08509940667422183,0.05045357987688502,0.14848421272839812
19,-0.10032968499269243,-0.07468859497767949,0.09396129791006959,0.12647230373239418
20,-0.10112642130077683,-0.10562182742742059,0.07407506167656377,0.11685662065487495
21,-0.09932416174297619,-0.0896332126228645,0.07756096702569257,0.12366920057244023
22,-0.10155575971867835,-0.07047852062615885,0.0891962036473994,0.09752940891641644
23,-0.09118993507898289,-0.08464619767733632,0.09945118063445336,0.12326908805496997
24,-0.10438580793229577,-0.10359437856173286,0.08854320124060547,0.10649714340960605
25,-0.09763121935783006,-0.10753169685887104,0.04917546000721067,0.143646026595881
26,-0.09574978891364842,-0.06999148154072503,0.09849636309478974,0.13071658873061215
27,-0.10920719725794525,-0.10862654658137733,0.14981744798880237,0.13750571585320312
28,-0.09800382568863669,-0.10641224079072387,0.08882594701843032,0.12569073865475947
29,-0.09073933105890039,-0.0957166800904791,0.053353533041239076,0.10274443786783172
30,-0.11199303771679286,-0.09612069053895708,0.06303860651388413,0.09570980208184253
31,-0.10227961677458555,-0.09420058653114277,0.06815908468605768,0.12230048608648657
32,-0.10399748112504496,-0.12501884009778805,0.06290273929900893,0.1359655165202889
33,-0.11123337015171035,-0.09640360617292043,0.08157995474296838,0.14939325896687278
34,-0.09927410430066205,-0.0839921546503291,0.09631989420116065,0.1520322015612553
35,-0.10211070896142481,-0.09023339970424403,0.1264634285219078,0.1029907543974692
36,-0.10880121470780103,-0.0934940696484002,0.08477814145031276,0.14395579322925886
37,-0.09594603141597505,-0.11624538632829925,0.10684471809880561,0.12756558838466525
38,-0.1003045324656446,-0.05534987789839552,0.057090997306185484,0.12197313824233935
39,-0.1066205498284337,-0.11416717256847313,0.0820518857571893,0.129171810152376
40,-0.08101775663433024,-0.10187947200664711,0.03875165074596713,0.13975339477217885
41,-0.09982261713584512,-0.09032355985326782,0.0831320368930787,0.10060175002016758
42,-0.0937257373069956,-0.09626199770367691,0.0883918909123409,0.1080729712366658
43,-0.10028587895048581,-0.10987748329930958,0.10486672077759214,0.13412215143679596
44,-0.10774095563982984,-0.07552855333736551,0.10289627681122804,0.1668230534261933
45,-0.1006296591778948,-0.11583961103797877,0.12849934644075345,0.11879678422532086
46,-0.09853551624564692,-0.08504251843272126,0.08146441981660961,0.12654386549070568
47,-0.09932076963865341,-0.09859820689825803,0.07713607847225852,0.13793116297322905
48,-0.10552579795576401,-0.09922948118669234,0.08431602555563221,0.11504386333784185
49,-0.1040646463368605,-0.04906221448784845,0.07622670312332011,0.12009518701100656
