,50,100,225,400
0,-0.0847375592330873,-0.028575493498766678,0.062416634607552146,0.13136968492004947
1,-0.08572733135304773,-0.035097122950306155,0.06540045058197885,0.1254866331986381
2,-0.08820298824798142,-0.034036353397671054,0.04627827423430273,0.189657578984495
3,-0.0864390912369546,-0.026235909961524816,0.034978162031671776,0.16943387020634412
4,-0.0746493952580975,-0.009819968520098523,0.029056592406587818,0.15269120781803203
5,-0.08412217293059876,-0.038050578356618285,0.021659283509667573,0.2011323975841517
6,-0.08241281289764062,-0.02970433988635376,0.05883564145927721,0.17006796998825136
7,-0.08104732897252213,-0.020952476033189144,0.03019318001920342,0.15760163735133623
8,-0.07812199640841719,-0.031860366344571456,0.05843556293183867,0.16626205386405477
9,-0.07622364626495476,-0.024971841572558672,0.07790164533509368,0.16928248737734322
10,-0.06448738946004368,-0.01642738746498103,0.09618883912649134,0.1472912365289474
11,-0.0837537631871227,-0.02005208944851089,0.08245631240555577,0.19978733142373964
12,-0.08476662317523645,-0.0336810256078595,0.043815552143144545,0.12247271025098033
13,-0.0816750638095666,-0.025892940038409036,0.05111334166454449,0.1969870404158966
14,-0.07665844620305352,-0.03137277518650024,0.04932911281405535,0.15337346159511686
15,-0.0738070576477015,-0.040338849736681136,0.032371917299508286,0.1813923134965167
16,-0.0964770516614932,-0.012254798733438897,0.058469793211642675,0.1619656834811012
17,-0.08357279338019895,-0.015488155181608378,0.06731395215789909,0.16518919224199968
18,-0.08143656878618509,-0.012561857707423832,0.05902188013363257,0.1569481001905191
19,-0.08787527814368952,-0.021187658918290515,0.0499291848226488,0.1717552817783805
20,-0.08064357069500418,-0.029535037327543517,0.058629949421693785,0.15601794151775145
21,-0.08662361756877143,-0.011111849391241142,0.06999859052890825,0.18225042526045204
22,-0.08526852129295055,-0.042487785358507384,0.05024620296873969,0.15467126793424138
23,-0.08421752944606832,-0.0322982410529594,0.07071387401505255,0.16091265998014898
24,-0.08358647127894175,-0.0036700940013117012,0.051352170773459424,0.13940308025165915
25,-0.09957138711298016,-0.03280992124949058,0.08018771194690236,0.1572257969538171
26,-0.07039109798109151,-0.01946720008540979,0.031099818953571605,0.17831914825215772
27,-0.08271393670866065,-0.034431006861922075,0.04973895327182914,0.14433538256685982
28,-0.0866048935830338,-0.028440760803692285,0.06749753745974563,0.14571376950785367
29,-0.08147814628796018,-0.030456981246903953,0.06392624956659926,0.16788397547535422
30,-0.07629441484700283,-0.02167377152844036,0.07233875826347262,0.17068565091437593
31,-0.08408991692395736,-0.011448468178202447,0.054181458279668235,0.16756585717627956
32,-0.08163614007265352,-0.024378413379578988,0.03867580750722562,0.13926469103188305
33,-0.08200283291590998,-0.01434627860904077,0.05420966029201068,0.13115634317178945
34,-0.08792058996221892,-0.02764357573375074,0.05918371822453622,0.16349223885130895
35,-0.0917178756633894,-0.02583193089604026,0.0607279643813122,0.20132080255243762
36,-0.08068481115174328,-0.04175997758176763,0.043071424238258736,0.18076267326915121
37,-0.08180276656588317,-0.018919857369157703,0.06312167408995285,0.1717669888227001
38,-0.08571050163779786,-0.025524275449388005,0.07170808764296377,0.18025746425509845
39,-0.09237090949289982,-0.012687219198065078,0.07881405862714949,0.18974336077454398
40,-0.06301590213697901,-0.013263308770201078,0.0586563598015512,0.16119353828115765
41,-0.09133209944711071,-0.012036738991517984,0.05849687629509543,0.15282253471655186
42,-0.09472203504143925,-0.01976689866474466,0.075688714456804,0.18724411413154712
43,-0.08983279034301862,-0.02984334413039641,0.07742564973497881,0.1774409744820032
44,-0.08100086880765782,-0.024543325372486123,0.06916239982019703,0.15176446698984042
45,-0.08247968920276932,-0.012516902054655821,0.07150110856691225,0.14617442057819283
46,-0.09494531625455072,-0.02797913245479627,0.07531874176852779,0.16847120897883722
47,-0.08490224987516529,-0.02272777223967192,0.055996517519388646,0.16111942091999412
48,-0.09139211820621645,-0.01438881419744051,0.02883807377355832,0.1780262203918284
49,-0.09034090261678374,-0.0072193432256072,0.04279525966577342,0.17968821516114955
